minute,x,y,orientation,speed
1.0919999999999999,46.06,-26.04,-61.80945505293267,3.8555555555555556
1.0926666666666667,46.14,-26.17,-61.84029702187673,3.847222222222222
1.0933333333333333,46.22,-26.3,-61.819485444194115,3.841666666666667
1.094,46.3,-26.44,-61.91930331657402,3.841666666666667
1.0946666666666667,46.38,-26.57,-61.85030647081569,3.8361111111111112
1.0953333333333333,46.45,-26.71,-61.76698762663101,3.8305555555555553
1.096,46.53,-26.84,-61.704332049640755,3.8305555555555553
1.0966666666666667,46.6,-26.97,-61.591255049512355,3.8249999999999997
1.0973333333333335,46.68,-27.1,-61.54926452307234,3.8249999999999997
1.0979999999999999,46.75,-27.24,-61.39019462533004,3.822222222222222
1.0986666666666667,46.83,-27.37,-61.372087326570075,3.822222222222222
1.0993333333333333,46.9,-27.5,-61.17064384767171,3.8166666666666664
1.1,46.98,-27.64,-60.93631698850003,3.8083333333333336
1.1006666666666667,47.05,-27.77,-60.86440642380878,3.8027777777777776
1.1013333333333333,47.13,-27.91,-60.614849748539534,3.7694444444444444
1.102,47.2,-28.04,-60.35983056132444,3.7694444444444444
1.1026666666666667,47.26,-28.17,-60.1603133352117,3.7888888888888888
1.1033333333333333,47.33,-28.3,-59.891278901021046,3.7888888888888888
1.1039999999999999,47.4,-28.43,-59.5486293297625,3.7694444444444444
1.1046666666666667,47.47,-28.56,-59.22526761910411,3.7416666666666667
1.1053333333333333,47.55,-28.7,-57.76712205617679,3.716666666666667
1.106,47.63,-28.83,-56.554676661880926,3.6888888888888887
1.1066666666666667,47.71,-28.95,-55.37435168322516,3.6416666666666666
1.1073333333333333,47.79,-29.08,-54.16114303830759,3.6416666666666666
1.108,47.86,-29.21,-53.042648559296445,3.613888888888889
1.1086666666666667,47.93,-29.33,-52.09558138618067,3.5861111111111112
1.1093333333333333,48.01,-29.45,-51.20673524363277,3.5583333333333336
1.1099999999999999,48.07,-29.58,-50.27925637895819,3.5388888888888888
1.1106666666666667,48.15,-29.69,-49.3755069965779,3.511111111111111
1.1113333333333335,48.22,-29.81,-48.725528300373306,3.486111111111111
1.1119999999999999,48.28,-29.94,-48.085317871611714,3.4777777777777774
1.1126666666666667,48.35,-30.06,-47.39086403578553,3.4722222222222223
1.1133333333333333,48.43,-30.18,-46.73325591379219,3.4611111111111112
1.114,48.51,-30.29,-46.31829997905739,3.4527777777777775
1.1146666666666667,48.58,-30.4,-45.890700152372006,3.447222222222222
1.1153333333333333,48.66,-30.5,-45.324675040609165,3.425
1.1159999999999999,48.74,-30.62,-44.94022079171075,3.4
1.1166666666666667,48.82,-30.72,-44.69953433397976,3.375
1.1173333333333335,48.91,-30.83,-44.52738389372856,3.325
1.1179999999999999,48.98,-30.92,-44.2943472908593,3.2777777777777777
1.1186666666666667,49.07,-31.03,-44.07247403572248,3.2583333333333333
1.1193333333333333,49.17,-31.13,-44.03397037942072,3.238888888888889
1.12,49.26,-31.21,-44.08942159562213,3.2249999999999996
1.1206666666666665,49.35,-31.29,-44.05772389959962,3.238888888888889
1.1213333333333333,49.45,-31.37,-44.155985231149764,3.2111111111111112
1.1219999999999999,49.54,-31.46,-44.317447414383146,3.2055555555555553
1.1226666666666667,49.63,-31.55,-45.645769022525954,3.175
1.1233333333333335,49.73,-31.64,-45.77183353633291,3.175
1.1239999999999999,49.83,-31.72,-45.919319407235335,3.1444444444444444
1.1246666666666667,49.93,-31.8,-46.10744696626996,3.125
1.1253333333333333,50.03,-31.89,-47.59786344431294,3.1361111111111106
1.1260000000000001,50.13,-31.96,-47.72279084738584,3.1305555555555555
1.1266666666666665,50.23,-32.04,-47.890853061870665,3.1111111111111107
1.1273333333333333,50.34,-32.1,-48.13043034417559,3.105555555555555
1.1280000000000001,50.43,-32.17,-48.38709581679323,3.102777777777778
1.1286666666666667,50.53,-32.24,-50.018951513874,3.102777777777778
1.1293333333333335,50.63,-32.3,-50.25166748512293,3.075
1.13,50.74,-32.38,-50.58648173583406,3.0444444444444447
1.1306666666666667,50.85,-32.43,-50.92425425225633,3.0166666666666666
1.1313333333333333,50.95,-32.49,-51.39560757029441,3.0027777777777778
1.1320000000000001,51.06,-32.53,-53.225248915288965,2.9805555555555556
1.1326666666666665,51.17,-32.59,-53.668127874259206,2.952777777777778
1.1333333333333333,51.28,-32.65,-54.153917145174816,2.952777777777778
1.1340000000000001,51.39,-32.69,-54.73245531462007,2.952777777777778
1.1346666666666667,51.5,-32.74,-56.89556728147539,2.911111111111111
1.1353333333333333,51.6,-32.78,-57.496746298200534,2.875
1.136,51.71,-32.82,-58.24646563451592,2.8027777777777776
1.1366666666666667,51.81,-32.85,-59.02718645091619,2.436111111111111
1.1373333333333333,51.9,-32.89,-59.902393020107034,2.1305555555555555
1.1380000000000001,52.0,-32.93,-62.67589312908496,1.8
1.1386666666666665,51.99,-32.98,-63.59197729191652,1.5777777777777777
1.1393333333333333,51.99,-33.04,-64.5789552657295,1.4166666666666665
1.1400000000000001,51.99,-33.1,-65.63370990925318,1.3888888888888888
1.1406666666666667,51.98,-33.15,-68.92563026952708,1.4583333333333333
1.1413333333333333,51.97,-33.21,-70.17958614804513,1.4277777777777776
1.142,51.97,-33.26,-71.52986847821131,1.3972222222222224
1.1426666666666667,51.97,-33.32,-73.52659334146458,1.3972222222222224
1.1433333333333333,51.96,-33.38,-75.48320655573438,1.3666666666666667
1.144,51.95,-33.43,-77.06238352038571,1.3666666666666667
1.1446666666666667,51.95,-33.48,-79.45627910314717,1.3666666666666667
1.1453333333333333,51.95,-33.55,-82.05445687835854,1.3666666666666667
1.1460000000000001,51.94,-33.6,-84.15537075449672,1.3611111111111112
1.1466666666666667,51.93,-33.65,-86.81216829995988,1.3611111111111112
1.1473333333333333,51.93,-33.71,-89.49664375729215,1.3666666666666667
1.148,51.93,-33.77,-91.97106553809891,1.3666666666666667
1.1486666666666667,51.91,-33.82,-94.83802526740328,1.3666666666666667
1.1493333333333333,51.9,-33.88,-97.59261515766231,1.3666666666666667
1.15,51.9,-33.93,-100.66567021659414,1.3666666666666667
1.1506666666666667,51.9,-33.99,-103.57033475874518,1.336111111111111
1.1513333333333333,51.89,-34.05,-106.67878277000644,1.3305555555555555
1.1520000000000001,51.88,-34.1,-109.96724279103664,1.325
1.1526666666666665,51.88,-34.15,-113.18749317582132,1.1388888888888888
1.1533333333333333,51.88,-34.21,-116.30159178907999,0.9555555555555555
1.154,51.87,-34.27,-119.52133807460321,0.7694444444444444
1.1546666666666667,51.86,-34.27,-122.91652748126297,0.5888888888888889
1.1553333333333333,51.85,-34.27,-126.41696986045726,0.425
1.156,51.85,-34.27,-129.6133179171956,0.3027777777777778
1.1566666666666667,51.84,-34.27,-133.12717863855826,0.2777777777777778
1.1573333333333333,51.83,-34.27,-136.1846696399011,0.2777777777777778
1.1580000000000001,51.81,-34.27,-139.27160912390326,0.2777777777777778
1.1586666666666665,51.81,-34.27,-142.15873133021017,0.2777777777777778
1.1593333333333333,51.8,-34.27,-145.00492314589783,0.2777777777777778
1.16,51.79,-34.27,-148.36858021514,0.2777777777777778
1.1606666666666667,51.78,-34.27,-151.42837599741546,0.2777777777777778
1.1613333333333336,51.77,-34.27,-153.97451998862394,0.2777777777777778
1.162,51.77,-34.27,-157.20680506313835,0.2777777777777778
1.1626666666666667,51.76,-34.27,-159.88469520734228,0.2777777777777778
1.1633333333333333,51.75,-34.27,-162.9535703525004,0.2777777777777778
1.1640000000000001,51.74,-34.27,-165.30640876989114,0.2777777777777778
1.1646666666666665,51.73,-34.27,-167.50379047356108,0.2777777777777778
1.1653333333333333,51.73,-34.27,-170.7209278482678,0.2777777777777778
1.166,51.71,-34.27,-172.83751394798142,0.2777777777777778
1.1666666666666667,51.7,-34.27,-175.9772290368922,0.2777777777777778
1.1673333333333333,51.69,-34.27,-178.91173169943767,0.2777777777777778
1.168,51.69,-34.27,178.3478494807583,0.2777777777777778
1.1686666666666667,51.68,-34.27,175.6128399910195,0.2777777777777778
1.1693333333333333,51.67,-34.27,173.1215346426547,0.2777777777777778
1.1700000000000002,51.66,-34.27,170.34518300286172,0.2777777777777778
1.1706666666666665,51.65,-34.27,168.15444137053174,0.2777777777777778
1.1713333333333333,51.65,-34.27,165.47493092621164,0.2777777777777778
1.172,51.64,-34.27,164.43181233716754,0.2777777777777778
1.1726666666666667,51.63,-34.27,162.87103664598212,0.2777777777777778
1.1733333333333333,51.62,-34.27,162.0549860798008,0.2777777777777778
1.174,51.62,-34.27,160.72090541278766,0.2777777777777778
1.1746666666666667,51.6,-34.27,160.16641054947556,0.28055555555555556
1.1753333333333333,51.59,-34.27,158.94415584216745,0.2833333333333333
1.176,51.58,-34.26,158.52199044646483,0.29444444444444445
1.1766666666666665,51.56,-34.25,157.4770083975294,0.3055555555555556
1.1773333333333333,51.55,-34.25,157.2687128808468,0.3194444444444444
1.1780000000000002,51.54,-34.24,156.29773593523672,0.3194444444444444
1.1786666666666668,51.53,-34.23,156.16873725343765,0.3361111111111111
1.1793333333333333,51.5,-34.23,155.3638347900989,0.3527777777777778
1.18,51.49,-34.22,155.4303009881988,0.3527777777777778
1.1806666666666668,51.48,-34.21,154.67450120525615,0.3527777777777778
1.1813333333333333,51.46,-34.21,154.80384268079644,0.3527777777777778
1.182,51.45,-34.2,154.2459233958778,0.3527777777777778
1.1826666666666665,51.44,-34.2,154.56946035735476,0.3527777777777778
1.1833333333333333,51.43,-34.19,154.03818156531506,0.3527777777777778
1.1840000000000002,51.4,-34.18,154.4428492739484,0.36944444444444446
1.1846666666666665,51.39,-34.18,154.09409501420632,0.3527777777777778
1.1853333333333333,51.38,-34.17,154.7321106548022,0.3527777777777778
1.186,51.37,-34.16,154.4793699224765,0.3527777777777778
1.1866666666666668,51.35,-34.15,155.23618598823938,0.3527777777777778
1.1873333333333334,51.34,-34.14,155.23155717019034,0.3527777777777778
1.188,51.33,-34.14,155.61987698214543,0.3527777777777778
1.1886666666666665,51.3,-34.14,155.09484793821758,0.3527777777777778
1.1893333333333334,51.29,-34.13,154.53058303869068,0.3527777777777778
1.1900000000000002,51.28,-34.13,153.92065231530924,0.3527777777777778
1.1906666666666665,51.27,-34.12,154.39524986238806,0.3527777777777778
1.1913333333333334,51.25,-34.11,153.8480040719978,0.38611111111111107
1.192,51.24,-34.1,153.2521333664929,0.3527777777777778
1.1926666666666668,51.23,-34.09,153.71210409348362,0.3527777777777778
1.1933333333333331,51.22,-34.09,154.15615150154923,0.3527777777777778
1.194,51.19,-34.08,154.58913654779235,0.3527777777777778
1.1946666666666668,51.18,-34.07,155.0156350094297,0.3527777777777778
1.1953333333333334,51.17,-34.07,154.27810769995244,0.3527777777777778
1.1960000000000002,51.15,-34.06,154.6008790184612,0.3527777777777778
1.1966666666666665,51.14,-34.06,154.92765141221957,0.3361111111111111
1.1973333333333334,51.13,-34.05,155.26260265718204,0.3194444444444444
1.198,51.12,-34.04,155.6100826218275,0.3055555555555556
1.1986666666666668,51.09,-34.04,154.70024012734532,0.3055555555555556
1.1993333333333331,51.08,-34.03,154.9505671613959,0.29444444444444445
1.2,51.08,-34.03,155.22214926618946,0.2833333333333333
1.2006666666666668,51.07,-34.03,155.52078897107975,0.24722222222222223
1.2013333333333334,51.07,-34.03,154.3391380304832,0.23888888888888887
1.2020000000000002,51.06,-34.03,154.52040994297576,0.19722222222222222
1.2026666666666666,51.06,-34.03,154.73723383766279,0.19722222222222222
1.2033333333333334,51.05,-34.03,154.9993056486267,0.15833333333333333
1.204,51.05,-34.03,155.31865348313886,0.15833333333333333
1.2046666666666668,51.04,-34.03,153.60745095918978,0.11944444444444444
1.2053333333333331,51.04,-34.03,153.75125261519432,0.15833333333333333
1.206,51.03,-34.03,153.96672362624702,0.11944444444444444
1.2066666666666668,51.03,-34.03,154.28120333427879,0.15833333333333333
1.2073333333333334,51.02,-34.03,151.21282952607058,0.11944444444444444
1.208,51.02,-34.03,151.00927266496714,0.15833333333333333
1.2086666666666666,51.0,-34.03,150.83846088537666,0.11944444444444444
1.2093333333333334,51.0,-34.03,145.39929394019606,0.15833333333333333
1.21,50.99,-34.03,139.30323745836583,0.11944444444444444
1.2106666666666668,50.99,-34.03,133.20080845114282,0.15833333333333333
1.2113333333333334,50.98,-34.03,108.4084169863199,0.11944444444444444
1.212,50.98,-34.03,69.9164821349326,0.15833333333333333
1.2126666666666668,50.97,-34.03,35.78030868085068,0.11944444444444444
1.2133333333333334,50.97,-34.03,21.144236834176173,0.15833333333333333
1.214,50.96,-34.03,14.395642957116724,0.11944444444444444
1.2146666666666666,50.96,-34.03,6.718967062637907,0.15833333333333333
1.2153333333333334,50.95,-34.03,5.02852737893092,0.11944444444444444
1.216,50.95,-34.03,1.007230298470641,0.15833333333333333
1.2166666666666666,50.94,-34.03,0.659783363792568,0.11944444444444444
1.2173333333333334,50.94,-34.03,-0.7752507093704791,0.15833333333333333
1.218,50.93,-34.03,-2.8836552051956486,0.11944444444444444
1.2186666666666668,50.93,-34.03,-2.633911680362821,0.15833333333333333
1.2193333333333334,50.92,-34.03,-2.3002052304285945,0.11944444444444444
1.22,50.92,-34.03,-2.531848175757845,0.15833333333333333
1.2206666666666666,50.9,-34.03,-2.082095530022692,0.11944444444444444
1.2213333333333334,50.9,-34.03,-3.0685948973099286,0.11944444444444444
1.222,50.89,-34.03,-3.9799175120972765,0.08055555555555555
1.2226666666666666,50.89,-34.03,-3.4797711491636805,0.08055555555555555
1.2233333333333334,50.88,-34.03,-4.216774836899283,0.03888888888888889
1.224,50.88,-34.03,-3.689400745953202,0.03888888888888889
1.2246666666666668,50.87,-34.03,-3.5595396964669934,0.0
1.2253333333333332,50.87,-34.03,-2.97440185694756,0.0
1.226,50.87,-34.03,-2.3506640582838734,0.0
1.2266666666666666,50.87,-34.03,-2.7254970906953138,0.0
1.2273333333333334,50.87,-34.03,-2.6460693179520045,0.0
1.2280000000000002,50.87,-34.03,-1.994294675679039,0.0
1.2286666666666666,50.87,-34.03,-2.254888723733571,0.0
1.2293333333333334,50.87,-34.03,-1.924548408460581,0.0
1.23,50.87,-34.03,-2.1417953249365076,0.0
1.2306666666666668,50.87,-34.03,-1.453658139766211,0.0
1.2313333333333332,50.87,-34.03,-0.7131270905239362,0.0
1.232,50.87,-34.03,-0.7874440829279262,0.0
1.2326666666666666,50.87,-34.03,1.2088274677070295e-15,0.0
1.2333333333333334,50.87,-34.03,9.947685705909202e-16,0.0
1.2340000000000002,50.87,-34.03,9.662586267611273e-16,0.0
1.2346666666666666,50.87,-34.03,7.772791829119623e-16,0.0
1.2353333333333334,50.87,-34.03,7.557995815177415e-16,0.0
1.236,50.87,-34.03,5.881395200189796e-16,0.0
1.2366666666666668,50.87,-34.03,5.730645770883196e-16,0.0
1.2373333333333332,50.87,-34.03,4.236988231503231e-16,0.0
1.238,50.87,-34.03,4.145413174962475e-16,0.0
1.2386666666666666,50.87,-34.03,2.810186501455437e-16,0.0
1.2393333333333334,50.87,-34.03,2.7741070494751706e-16,0.0
1.24,50.87,-34.03,1.5773424485642273e-16,0.0
1.2406666666666666,50.87,-34.03,1.594136259348119e-16,0.0
1.2413333333333334,50.87,-34.03,5.1951404664518465e-17,0.0
1.242,50.87,-34.03,5.875235058581938e-17,0.0
1.2426666666666668,50.87,-34.03,-3.7829968904792157e-17,0.0
1.2433333333333332,50.87,-34.03,-2.5981928522722163e-17,0.0
1.244,50.87,-34.03,-1.1277167233706813e-16,0.0
1.2446666666666668,50.87,-34.03,-9.586116159838535e-17,0.0
1.2453333333333334,50.87,-34.03,-1.7373641234391363e-16,0.0
1.246,50.87,-34.03,-1.5165589164825587e-16,0.0
1.2466666666666666,50.87,-34.03,-2.2131300213608759e-16,0.0
1.2473333333333334,50.87,-34.03,-1.9385636994999415e-16,0.0
1.248,50.87,-34.03,0.5239382987375394,0.0
1.2486666666666666,50.87,-34.03,1.1251485259004939,0.0
1.2493333333333332,50.87,-34.03,0.9681198029096516,0.0
1.25,50.87,-34.03,1.571932925498737,0.0
1.2506666666666668,50.87,-34.03,1.976151686274035,0.0
1.2513333333333334,50.87,-34.03,2.229919652621811,0.0
1.252,50.87,-34.03,2.2025395261821137,0.0
1.2526666666666666,50.87,-34.03,2.5316124683182597,0.0
1.2533333333333334,50.87,-34.03,2.6121484359723706,0.0
1.254,50.87,-34.03,2.2857402644637648,0.0
1.2546666666666666,50.87,-34.03,2.484249340716676,0.0
1.2553333333333332,50.87,-34.03,2.5593345700165875,0.0
1.256,50.87,-34.03,2.67596096159993,0.0
1.2566666666666668,50.87,-34.03,2.6748033300143734,0.0
1.2573333333333332,50.87,-34.03,2.571806718001337,0.0
1.258,50.87,-34.03,2.504350739654432,0.0
1.2586666666666666,50.87,-34.03,2.576764804816884,0.0
1.2593333333333334,50.87,-34.03,2.145468611730066,0.0
1.26,50.87,-34.03,2.0489505024656602,0.0
1.2606666666666666,50.87,-34.03,1.7508623828463759,0.0
1.2613333333333334,50.87,-34.03,1.4143834020622181,0.0
1.262,50.87,-34.03,1.0377458109434343,0.0
1.2626666666666668,50.87,-34.03,0.6188049842883325,0.0
1.2633333333333332,50.87,-34.03,0.3966769096771659,0.0
1.264,50.87,-34.03,0.015226266358353694,0.0
1.2646666666666666,50.87,-34.03,-0.5888422120107105,0.0
1.2653333333333334,50.87,-34.03,-1.2475554339593753,0.0
1.2659999999999998,50.87,-34.03,-2.189748467473114,0.0
1.2666666666666666,50.87,-34.03,-2.951842702117247,0.0
1.2673333333333334,50.87,-34.03,-3.553907658874109,0.0
1.268,50.87,-34.03,-4.331598985993342,0.0
1.2686666666666668,50.87,-34.03,-5.372528424153065,0.0
1.2693333333333332,50.87,-34.03,-6.345961912120983,0.0
1.27,50.87,-34.03,-8.300675442432055,0.0
1.2706666666666666,50.87,-34.03,-9.612273554950315,0.0
1.2713333333333334,50.87,-34.03,-10.899222806560982,0.0
1.2719999999999998,50.87,-34.03,-12.340493379664162,0.0
1.2726666666666666,50.87,-34.03,-14.134930005853729,0.0
1.2733333333333334,50.87,-34.03,-15.965001959538283,0.0
1.274,50.87,-34.03,-18.921308439136254,0.0
1.2746666666666668,50.87,-34.03,-21.244588301066365,0.0
1.2753333333333332,50.87,-34.03,-23.705033667116474,0.0
1.276,50.87,-34.03,-26.626828744302962,0.0
1.2766666666666666,50.87,-34.03,-29.794741438391696,0.0
1.2773333333333334,50.87,-34.03,-33.226897009875785,0.0
1.278,50.87,-34.03,-37.014328784119705,0.0
1.2786666666666666,50.87,-34.03,-41.690379963263275,0.0
