minute,orientation_deg,velocity_m_s
1.0,80.13419305691528,0.7003570517957263
1.0006666666666666,80.13419305691528,0.7003570517957263
1.0013333333333334,80.13419305691528,0.7003570517957263
1.002,80.13419305691528,0.7003570517957263
1.0026666666666666,80.13419305691528,0.7003570517957263
1.0033333333333334,80.13419305691528,0.7003570517957263
1.004,80.13419305691528,0.7003570517957263
1.0046666666666666,80.13419305691528,0.7003570517957263
1.0053333333333334,80.13419305691528,0.7003570517957263
1.006,80.13419305691528,0.7003570517957263
1.0066666666666666,80.13419305691528,0.7003570517957263
1.0073333333333332,80.13419305691528,0.7003570517957263
1.008,80.13419305691528,0.7003570517957263
1.0086666666666668,80.13419305691528,0.7003570517957263
1.0093333333333334,80.13419305691528,0.7003570517957263
1.01,80.13419305691528,0.7003570517957263
1.0106666666666666,80.13419305691528,0.7003570517957263
1.0113333333333334,80.13419305691528,0.7003570517957263
1.012,80.13419305691528,0.7003570517957263
1.0126666666666666,80.13419305691528,0.7003570517957263
1.0133333333333332,80.13419305691528,0.7003570517957263
1.014,80.13419305691528,0.7003570517957263
1.0146666666666666,80.13419305691528,0.7003570517957263
1.0153333333333334,80.13419305691528,0.7003570517957263
1.016,80.13419305691528,0.7003570517957263
1.0166666666666666,83.00807465333246,1.067941945987701
1.0173333333333334,83.00807465333246,1.067941945987701
1.018,83.00807465333246,1.067941945987701
1.0186666666666666,83.00807465333246,1.067941945987701
1.0193333333333332,83.00807465333246,1.067941945987701
1.02,83.00807465333246,1.067941945987701
1.0206666666666666,83.00807465333246,1.067941945987701
1.0213333333333334,83.00807465333246,1.067941945987701
1.022,83.00807465333246,1.067941945987701
1.0226666666666666,83.00807465333246,1.067941945987701
1.0233333333333332,83.00807465333246,1.067941945987701
1.024,83.00807465333246,1.067941945987701
1.0246666666666666,83.00807465333246,1.067941945987701
1.0253333333333334,83.00807465333246,1.067941945987701
1.026,83.00807465333246,1.067941945987701
1.0266666666666666,83.00807465333246,1.067941945987701
1.0273333333333334,83.00807465333246,1.067941945987701
1.028,83.00807465333246,1.067941945987701
1.0286666666666666,83.00807465333246,1.067941945987701
1.0293333333333332,83.00807465333246,1.067941945987701
1.03,83.00807465333246,1.067941945987701
1.0306666666666666,83.00807465333246,1.067941945987701
1.0313333333333334,83.00807465333246,1.067941945987701
1.032,83.00807465333246,1.067941945987701
1.0326666666666666,83.00807465333246,1.067941945987701
1.0333333333333334,90.90938044919896,0.6300793600809347
1.034,90.90938044919896,0.6300793600809347
1.0346666666666666,90.90938044919896,0.6300793600809347
1.0353333333333332,90.90938044919896,0.6300793600809347
1.036,90.90938044919896,0.6300793600809347
1.0366666666666666,90.90938044919896,0.6300793600809347
1.0373333333333334,90.90938044919896,0.6300793600809347
1.038,90.90938044919896,0.6300793600809347
1.0386666666666666,90.90938044919896,0.6300793600809347
1.0393333333333332,90.90938044919896,0.6300793600809347
1.04,90.90938044919896,0.6300793600809347
1.0406666666666666,90.90938044919896,0.6300793600809347
1.0413333333333332,90.90938044919896,0.6300793600809347
1.042,90.90938044919896,0.6300793600809347
1.0426666666666666,90.90938044919896,0.6300793600809347
1.0433333333333334,90.90938044919896,0.6300793600809347
1.044,90.90938044919896,0.6300793600809347
1.0446666666666666,90.90938044919896,0.6300793600809347
1.0453333333333332,90.90938044919896,0.6300793600809347
1.046,90.90938044919896,0.6300793600809347
1.0466666666666666,90.90938044919896,0.6300793600809347
1.0473333333333334,90.90938044919896,0.6300793600809347
1.048,90.90938044919896,0.6300793600809347
1.0486666666666666,90.90938044919896,0.6300793600809347
1.0493333333333335,90.90938044919896,0.6300793600809347
1.05,75.96375653207333,0.4123105625617665
1.0506666666666666,75.96375653207333,0.4123105625617665
1.0513333333333332,75.96375653207333,0.4123105625617665
1.052,75.96375653207333,0.4123105625617665
1.0526666666666666,75.96375653207333,0.4123105625617665
1.0533333333333335,75.96375653207333,0.4123105625617665
1.054,75.96375653207333,0.4123105625617665
1.0546666666666666,75.96375653207333,0.4123105625617665
1.0553333333333332,75.96375653207333,0.4123105625617665
1.056,75.96375653207333,0.4123105625617665
1.0566666666666666,75.96375653207333,0.4123105625617665
1.0573333333333332,75.96375653207333,0.4123105625617665
1.058,75.96375653207333,0.4123105625617665
1.0586666666666666,75.96375653207333,0.4123105625617665
1.0593333333333335,75.96375653207333,0.4123105625617665
1.06,75.96375653207333,0.4123105625617665
1.0606666666666666,75.96375653207333,0.4123105625617665
1.0613333333333332,75.96375653207333,0.4123105625617665
1.062,75.96375653207333,0.4123105625617665
1.0626666666666666,75.96375653207333,0.4123105625617665
1.0633333333333332,75.96375653207333,0.4123105625617665
1.064,75.96375653207333,0.4123105625617665
1.0646666666666667,75.96375653207333,0.4123105625617665
1.0653333333333335,75.96375653207333,0.4123105625617665
1.066,75.96375653207333,0.4123105625617665
1.0666666666666667,49.63546342690275,0.7874642849043999
1.0673333333333335,49.63546342690275,0.7874642849043999
1.068,49.63546342690275,0.7874642849043999
1.0686666666666667,49.63546342690275,0.7874642849043999
1.0693333333333332,49.63546342690275,0.7874642849043999
1.07,49.63546342690275,0.7874642849043999
1.0706666666666667,49.63546342690275,0.7874642849043999
1.0713333333333332,49.63546342690275,0.7874642849043999
1.0719999999999998,49.63546342690275,0.7874642849043999
1.0726666666666667,49.63546342690275,0.7874642849043999
1.0733333333333335,49.63546342690275,0.7874642849043999
1.074,49.63546342690275,0.7874642849043999
1.0746666666666667,49.63546342690275,0.7874642849043999
1.0753333333333333,49.63546342690275,0.7874642849043999
1.076,49.63546342690275,0.7874642849043999
